,Type,Make,Gear_Type,Origin,Options,Year,Engine_Size,Mileage,Price
1153,6,Mazda,Automatic,Gulf Arabic,Standard,2016,2.0,196000,50000
1154,City,Honda,Automatic,Gulf Arabic,Full,2016,4.0,51000,43000
1155,Victoria,Ford,Automatic,Saudi,Standard,2006,4.6,320000,19500
1156,Sonata,Hyundai,Automatic,Saudi,Full,2017,2.4,69000,51000
1157,Accent,Hyundai,Automatic,Saudi,Standard,2018,1.4,90000,27000
1158,Marquis,Ford,Automatic,Other,Standard,2007,4.6,260000,18000
1159,Accent,Hyundai,Automatic,Saudi,Standard,2019,1.4,73567,36500
1160,Elantra,Hyundai,Automatic,Saudi,Standard,2017,2.0,86000,34000
1161,S,Mercedes,Automatic,Other,Semi Full,2005,5.0,350000,20000
1162,Explorer,Ford,Automatic,Gulf Arabic,Full,2016,3.5,127000,88000
1163,Camry,Toyota,Automatic,Saudi,Standard,2014,2.5,542966,22000
1164,FJ,Toyota,Automatic,Saudi,Full,2017,4.0,265000,110000
1165,Land Cruiser,Toyota,Manual,Saudi,Standard,2006,4.5,86000,90000
1166,Hiace,Toyota,Manual,Saudi,Standard,2016,2.7,331000,62000
1167,Tahoe,Chevrolet,Automatic,Saudi,Standard,2011,5.3,250000,40000
1168,Cerato,Kia,Automatic,Saudi,Standard,2017,1.6,20000,41000
1169,Taurus,Ford,Automatic,Other,Semi Full,2016,3.5,108000,79000
1170,Sentra,Nissan,Automatic,Saudi,Standard,2017,1.6,50700,37000
1171,Yaris,Toyota,Automatic,Saudi,Standard,2017,1.5,12500,32000
1172,Rio,Kia,Manual,Saudi,Standard,2011,1.4,218000,11500
1173,Yaris,Toyota,Automatic,Saudi,Standard,2016,1.5,119000,32000
1174,Symbol,Renault,Automatic,Saudi,Standard,2016,1.6,173000,16000
1175,Sonata,Hyundai,Automatic,Saudi,Standard,2018,2.4,161796,54500
1176,Accent,Hyundai,Automatic,Saudi,Standard,2019,1.4,89685,34500
1177,Q,Others,Automatic,Saudi,Full,2019,3.5,5000,90500
1178,Sierra,GMC,Automatic,Saudi,Full,2021,8.0,2800,180000
1179,Optima,Kia,Automatic,Saudi,Standard,2015,2.0,72000,43000
1180,Yukon,GMC,Automatic,Saudi,Standard,2017,4.0,107,125000
1181,Accent,Hyundai,Automatic,Saudi,Standard,2015,1.4,181802,25500
1182,3,Mazda,Automatic,Saudi,Standard,2018,1.8,23000,55000
1183,Tahoe,Chevrolet,Automatic,Saudi,Standard,2013,5.3,300000,48000
1184,Yukon,GMC,Automatic,Saudi,Full,2001,5.3,28000,15000
1185,Tahoe,Chevrolet,Automatic,Saudi,Semi Full,2011,5.3,200000,42000
1186,Corolla,Toyota,Automatic,Saudi,Standard,2018,1.6,73000,45000
1187,Cadenza,Kia,Automatic,Saudi,Standard,2017,3.3,83000,50000
1188,Innova,Toyota,Automatic,Saudi,Standard,2008,2.7,90000,20000
1189,Prado,Toyota,Automatic,Gulf Arabic,Semi Full,2017,1.0,95000,130000
1190,Taurus,Ford,Automatic,Saudi,Standard,2018,2.0,71000,65000
1191,Ertiga,Others,Automatic,Saudi,Semi Full,2015,1.8,168000,22000
1192,Hilux,Toyota,Manual,Saudi,Full,2016,2.7,320000,65000
1193,Cerato,Kia,Automatic,Saudi,Semi Full,2016,1.6,112000,30000
1194,Sorento,Kia,Automatic,Saudi,Semi Full,2015,6.0,171000,45000
1195,S,Mercedes,Automatic,Saudi,Full,2008,1.0,190,65000
1196,Cerato,Kia,Automatic,Saudi,Standard,2017,1.6,132700,29000
1197,Yukon,GMC,Automatic,Saudi,Standard,2008,5.3,235000,40000
1198,Prado,Toyota,Automatic,Gulf Arabic,Full,2019,4.0,58000,151000
1199,RX5,MG,Automatic,Saudi,Full,2020,2.0,4500,65000
1200,Optima,Kia,Automatic,Gulf Arabic,Full,2015,2.4,79680,49000
1201,Sunny,Nissan,Automatic,Saudi,Standard,2019,1.5,87537,26800
1202,Envoy,GMC,Automatic,Other,Standard,2009,4.2,242000,14250
1203,Yaris,Toyota,Automatic,Saudi,Standard,2018,1.5,131000,35000
1204,Sentra,Nissan,Automatic,Saudi,Semi Full,2014,1.4,165000,18500
1205,Camry,Toyota,Automatic,Saudi,Standard,2017,2.5,120,55000
1206,Pilot,Honda,Automatic,Other,Semi Full,2005,6.0,4130,15000
1207,RX,Lexus,Automatic,Saudi,Full,2016,3.5,121000,130000
1208,CT6,Cadillac,Automatic,Saudi,Full,2018,3.6,27000,150000
1209,Picanto,Kia,Manual,Saudi,Standard,2010,1.0,200000,10000
1210,Accent,Hyundai,Automatic,Saudi,Semi Full,2017,1.6,109746,34000
1211,Hilux,Toyota,Manual,Saudi,Standard,2008,2.7,533399,35000
1212,Elantra,Hyundai,Manual,Saudi,Standard,2011,2.0,300000,13000
1213,Sportage,Kia,Automatic,Saudi,Semi Full,2018,2.0,128000,60000
1214,X,BMW,Automatic,Other,Full,2011,3.0,290,48000
1215,Hilux,Toyota,Manual,Saudi,Full,2018,2.7,35000,85000
1216,Accent,Hyundai,Automatic,Saudi,Standard,2017,1.4,183000,27000
1217,Corolla,Toyota,Automatic,Saudi,Standard,2015,1.6,36000,45000
1218,Senta fe,Hyundai,Automatic,Saudi,Semi Full,2016,3.3,62000,55000
1219,Patrol,Nissan,Automatic,Saudi,Full,2014,5.6,106000,135000
1220,Cruze,Chevrolet,Automatic,Saudi,Semi Full,2017,1.8,101000,30000
1221,Elantra,Hyundai,Automatic,Saudi,Full,2015,2.0,270000,27000
1222,F150,Ford,Automatic,Saudi,Full,2014,3.2,200000,58000
1223,Grand Cherokee,Jeep,Automatic,Saudi,Full,2014,5.8,270000,60000
1224,Sierra,GMC,Automatic,Saudi,Full,2015,5.3,272,70000
1225,ES,Lexus,Automatic,Saudi,Full,2013,3.6,137000,90000
1226,Land Cruiser,Toyota,Manual,Gulf Arabic,Semi Full,2007,4.6,315,60000
1227,Other,Mitsubishi,Manual,Saudi,Standard,2006,2.5,140000,45000
1228,C300,Chrysler,Automatic,Other,Full,2016,3.5,83000,86000
1229,Prado,Toyota,Automatic,Saudi,Semi Full,2018,4.0,131000,137000
1230,Azera,Hyundai,Automatic,Saudi,Full,2018,3.5,44000,96000
1231,Taurus,Ford,Automatic,Saudi,Standard,2019,2.0,60000,78000
1232,Yaris,Toyota,Automatic,Saudi,Standard,2019,1.5,61000,38000
1233,Accent,Hyundai,Automatic,Saudi,Semi Full,2017,1.6,109000,31000
1234,Camry,Toyota,Automatic,Unknown,Full,2020,2.5,10616,104500
1235,Altima,Nissan,Automatic,Gulf Arabic,Semi Full,2018,2.5,48096,68000
1236,Escalade,Cadillac,Automatic,Other,Full,2010,6.2,194000,37000
1237,Silverado,Chevrolet,Automatic,Saudi,Standard,2018,5.3,57000,89000
1238,Suburban,Chevrolet,Automatic,Saudi,Semi Full,2011,8.0,399,37000
1239,Camry,Toyota,Automatic,Saudi,Full,2017,2.5,31000,75000
1240,Expedition,Ford,Automatic,Saudi,Semi Full,2012,5.4,177078,51000
1241,Tiggo,Others,Automatic,Saudi,Standard,2021,1.5,4175,42500
1242,Land Cruiser,Toyota,Automatic,Saudi,Full,2007,4.8,514,60000
1243,Q,Others,Automatic,Saudi,Full,2020,3.7,2000,155000
1244,Hilux,Toyota,Manual,Gulf Arabic,Full,2016,2.7,220000,68000
1245,Hilux,Toyota,Automatic,Saudi,Full,2020,2.7,22000,120000
1246,G80,Genesis,Automatic,Saudi,Full,2019,3.0,52000,130000
1247,Odyssey,Honda,Automatic,Saudi,Full,2010,3.5,260000,33000
1248,Furniture,Toyota,Automatic,Saudi,Semi Full,2017,2.7,400000,60000
1249,Malibu,Chevrolet,Automatic,Gulf Arabic,Standard,2017,2.4,117000,45000
1250,Hilux,Toyota,Manual,Saudi,Semi Full,2018,2.7,111362,64500
1251,Caprice,Chevrolet,Automatic,Saudi,Standard,2016,6.0,230000,75000
1252,Tucson,Hyundai,Automatic,Saudi,Standard,2016,2.0,155000,45000
1253,Odyssey,Honda,Automatic,Saudi,Semi Full,2020,3.5,1300,165000
1254,C,Mercedes,Automatic,Saudi,Full,2017,2.5,118000,119000
1255,Accent,Hyundai,Automatic,Saudi,Full,2020,1.6,34000,56000
1256,Q5,Audi,Automatic,Saudi,Standard,2018,2.5,17000,138000
1257,Seven,Changan,Automatic,Saudi,Standard,2020,1.5,37644,27500
1258,Explorer,Ford,Automatic,Gulf Arabic,Full,2016,3.5,53000,113000
1259,Camry,Toyota,Automatic,Saudi,Standard,2016,2.5,136111,53500
1260,Spark,Chevrolet,Automatic,Saudi,Semi Full,2019,1.4,58000,26000
1261,Pajero,Mitsubishi,Automatic,Saudi,Standard,2019,3.5,8968,81500
1262,CS35,Changan,Automatic,Saudi,Full,2021,1.6,2400,51000
1263,Cerato,Kia,Automatic,Saudi,Standard,2014,1.6,155000,21000
1264,Accord,Honda,Automatic,Saudi,Standard,2012,5.0,300000,30000
1265,Accent,Hyundai,Automatic,Saudi,Semi Full,2018,1.4,114969,30000
1266,Marquis,Ford,Automatic,Other,Full,2009,4.6,274000,35500
1267,Elantra,Hyundai,Automatic,Saudi,Standard,2018,1.6,120377,42000
1268,Hilux,Toyota,Automatic,Gulf Arabic,Full,2019,2.7,32595,105000
1269,Yaris,Toyota,Automatic,Saudi,Standard,2016,1.5,190000,26000
1270,Edge,Ford,Automatic,Other,Semi Full,2010,3.5,187200,25000
1271,CX9,Mazda,Automatic,Saudi,Full,2020,2.5,21367,148500
1272,Pathfinder,Nissan,Automatic,Saudi,Standard,2007,3.5,111,30000
1273,Azkarra,Geely,Automatic,Saudi,Full,2021,1.5,23000,75000
1274,Yaris,Toyota,Automatic,Saudi,Standard,2017,1.3,137200,32000
1275,Flex,Ford,Automatic,Other,Standard,2016,3.5,183000,60000
1276,Hilux,Toyota,Automatic,Saudi,Semi Full,2016,2.7,162500,84000
1277,E,Mercedes,Automatic,Gulf Arabic,Full,2016,3.0,114000,106000
1278,Tahoe,Chevrolet,Automatic,Saudi,Standard,2011,5.3,304000,50000
1279,Tucson,Hyundai,Automatic,Saudi,Semi Full,2020,2.0,22000,80000
1280,Tahoe,Chevrolet,Automatic,Saudi,Standard,2016,5.3,124000,120000
1281,Expedition,Ford,Automatic,Saudi,Semi Full,2014,5.4,140000,36000
1282,Hilux,Toyota,Automatic,Saudi,Semi Full,2016,2.7,211000,66000
1283,Yaris,Toyota,Automatic,Saudi,Standard,2018,1.5,128000,32000
1284,Veloster,Hyundai,Automatic,Saudi,Full,2013,2.0,149675,25000
1285,A4,Audi,Automatic,Gulf Arabic,Full,2009,1.8,223000,27000
1286,Prado,Toyota,Automatic,Gulf Arabic,Semi Full,2018,4.0,92000,130000
1287,Yukon,GMC,Automatic,Saudi,Semi Full,2011,5.3,223,40000
1288,Camry,Toyota,Automatic,Saudi,Full,2017,2.5,135000,73000
1289,Azera,Hyundai,Automatic,Saudi,Standard,2017,3.0,107154,61000
1290,Charger,Dodge,Automatic,Saudi,Full,2013,5.7,216841,40000
1291,Land Cruiser,Toyota,Manual,Saudi,Standard,2002,1.1,325605,30000
1292,Yaris,Toyota,Automatic,Saudi,Standard,2018,1.5,79000,36000
1293,Accent,Hyundai,Automatic,Saudi,Semi Full,2017,1.6,197990,30000
1294,XJ,Others,Automatic,Saudi,Full,2016,3.0,38000,155000
1295,A3,Audi,Automatic,Saudi,Semi Full,2020,1.4,6000,105000
1296,Acadia,GMC,Automatic,Gulf Arabic,Full,2012,3.6,220000,40000
1297,Optima,Kia,Manual,Saudi,Standard,2015,2.4,104000,25000
1298,Avalon,Toyota,Automatic,Saudi,Semi Full,2016,3.5,86000,87000
1299,Furniture,Toyota,Automatic,Saudi,Full,2014,2.7,400000,50000
1300,Land Cruiser Pickup,Toyota,Manual,Gulf Arabic,Full,2021,4.0,1519,175000
1301,Accent,Hyundai,Automatic,Saudi,Standard,2018,1.4,130000,32000
1302,Impala,Chevrolet,Automatic,Saudi,Standard,2016,3.5,91000,55000
1303,Furniture,Toyota,Automatic,Saudi,Semi Full,2020,4.0,55000,123000
1304,Land Cruiser 70,Toyota,Manual,Saudi,Semi Full,2012,4.0,327193,75000
1305,Sunny,Nissan,Automatic,Gulf Arabic,Standard,2016,1.5,156103,23000
1306,Acadia,GMC,Automatic,Saudi,Semi Full,2016,3.6,106000,75000
1307,Sentra,Nissan,Automatic,Saudi,Semi Full,2018,1.6,78000,38000
1308,Accent,Hyundai,Automatic,Saudi,Semi Full,2017,1.6,143021,30000
1309,Accord,Honda,Automatic,Saudi,Full,2018,1.5,39000,72000
1310,Hilux,Toyota,Manual,Saudi,Standard,2011,1.4,300000,20000
1311,Wrangler,Jeep,Automatic,Saudi,Full,2018,3.0,70000,108000
1312,Yukon,GMC,Automatic,Saudi,Semi Full,2007,5.0,303000,36000
1313,VTC,Nissan,Manual,Saudi,Standard,2009,4.0,54000,42000
1314,Taurus,Ford,Automatic,Saudi,Semi Full,2012,6.0,166000,30000
1315,Land Cruiser Pickup,Nissan,Manual,Saudi,Full,2016,4.8,50000,85000
1316,H2,Others,Automatic,Saudi,Full,2021,1.5,2800,57000
1317,Elantra,Hyundai,Automatic,Saudi,Standard,2019,1.6,114154,43000
1318,Wrangler,Jeep,Automatic,Saudi,Full,2018,3.6,61300,165000
1319,The 7,BMW,Automatic,Saudi,Full,2015,3.5,110000,105000
1320,FJ,Toyota,Automatic,Saudi,Full,2015,4.0,259880,89000
1321,Camry,Toyota,Automatic,Gulf Arabic,Standard,2017,2.5,107000,50000
1322,Elantra,Hyundai,Automatic,Saudi,Full,2021,1.7,2600,95000
1323,Avalon,Toyota,Automatic,Gulf Arabic,Semi Full,2016,3.5,93000,75000
1324,Sonata,Hyundai,Automatic,Saudi,Standard,2018,2.5,71629,50000
1325,Carnival,Kia,Automatic,Saudi,Standard,2009,3.5,126000,20000
1326,Sonata,Hyundai,Automatic,Gulf Arabic,Full,2016,2.4,38000,63000
1327,Datsun,Nissan,Manual,Saudi,Semi Full,2016,2.4,87300,53500
1328,Land Cruiser,Toyota,Automatic,Gulf Arabic,Semi Full,2017,5.7,100000,210000
1329,Expedition,Ford,Automatic,Saudi,Standard,2013,5.4,190000,50000
1330,Senta fe,Hyundai,Automatic,Saudi,Semi Full,2015,3.3,120,57000
1331,Tucson,Hyundai,Automatic,Saudi,Standard,2018,2.0,17002,70500
1332,Sonata,Hyundai,Automatic,Saudi,Semi Full,2017,2.4,155000,35000
1333,Prado,Toyota,Automatic,Saudi,Full,2016,4.0,69900,128000
1334,Yukon,GMC,Automatic,Saudi,Semi Full,2012,5.3,410000,56600
1335,Expedition,Ford,Automatic,Saudi,Semi Full,2014,5.4,184000,52000
1336,Cadenza,Kia,Automatic,Saudi,Semi Full,2020,3.3,17000,95000
1337,Datsun,Nissan,Manual,Saudi,Full,2007,1.6,432000,27000
1338,Charger,Dodge,Automatic,Saudi,Semi Full,2016,3.6,165407,76500
1339,HS,MG,Automatic,Saudi,Full,2020,2.0,12000,80000
1340,Yaris,Toyota,Automatic,Saudi,Standard,2018,1.5,134000,36000
1341,Suburban,Chevrolet,Automatic,Saudi,Full,2007,5.3,300000,30000
1342,H1,Hyundai,Automatic,Saudi,Standard,2015,2.4,144000,50000
1343,Elantra,Hyundai,Automatic,Saudi,Standard,2019,2.0,70568,51500
1344,Tahoe,Chevrolet,Automatic,Unknown,Semi Full,2008,5.3,247000,42500
1345,Sierra,GMC,Automatic,Saudi,Semi Full,2020,5.3,91000,135000
1346,6,Mazda,Automatic,Saudi,Full,2021,2.5,14500,106000
1347,Expedition,Ford,Automatic,Other,Full,2003,5.4,364800,11000
1348,Accent,Hyundai,Automatic,Saudi,Standard,2017,1.4,138000,24000
1349,Caprice,Chevrolet,Automatic,Saudi,Full,2011,6.0,200000,46000
1350,LX,Lexus,Automatic,Saudi,Full,2014,5.7,150000,190000
1351,Camry,Toyota,Automatic,Saudi,Full,2019,2.5,97000,90000
1352,Elantra,Hyundai,Automatic,Saudi,Semi Full,2017,2.0,159000,39000
1353,Fusion,Ford,Automatic,Saudi,Semi Full,2015,2.4,178000,30000
1354,Accent,Hyundai,Automatic,Saudi,Standard,2017,1.4,108000,29000
1355,Expedition,Ford,Automatic,Saudi,Standard,2013,5.4,21700,35000
1356,Innova,Toyota,Automatic,Saudi,Full,2016,2.7,101000,72000
1357,Emgrand,Geely,Automatic,Saudi,Semi Full,2020,1.8,15000,60000
1358,Seltos,Kia,Automatic,Saudi,Standard,2021,1.6,1700,70000
1359,Cerato,Kia,Automatic,Saudi,Standard,2018,1.6,127000,41500
1360,CT6,Cadillac,Automatic,Saudi,Full,2017,3.0,70000,175000
1361,Prado,Toyota,Automatic,Gulf Arabic,Semi Full,2018,4.0,77000,139000
1362,Edge,Ford,Automatic,Other,Semi Full,2011,3.5,260,26000
1363,Acadia,GMC,Automatic,Saudi,Semi Full,2011,3.6,253000,20000
1364,Optima,Kia,Automatic,Gulf Arabic,Semi Full,2015,2.4,68245,45000
1365,Camry,Toyota,Automatic,Saudi,Full,2016,4.0,260000,53000
1366,6,Mazda,Automatic,Saudi,Standard,2019,2.5,129000,65000
1367,5,MG,Automatic,Saudi,Standard,2020,1.5,3500,41000
1368,Patrol,Nissan,Automatic,Saudi,Full,2017,6.0,12000,128000
1369,RX8,MG,Automatic,Saudi,Semi Full,2020,2.0,19000,88000
1370,Prado,Toyota,Automatic,Gulf Arabic,Full,2017,4.0,39000,151000
1371,Sentra,Nissan,Automatic,Saudi,Standard,2016,1.6,139000,36000
1372,Sierra,GMC,Automatic,Other,Semi Full,2020,5.3,15800,150000
1373,Furniture,Toyota,Automatic,Saudi,Semi Full,2020,4.0,40000,132000
1374,Pajero,Mitsubishi,Automatic,Saudi,Standard,2015,3.5,135063,52000
1375,Altima,Nissan,Automatic,Saudi,Semi Full,2017,2.5,40000,67000
1376,IS,Lexus,Automatic,Saudi,Semi Full,2008,2.0,400000,22000
1377,Yukon,GMC,Automatic,Saudi,Standard,2012,5.3,177000,75000
1378,Impala,Chevrolet,Automatic,Gulf Arabic,Semi Full,2019,3.6,84000,77000
1379,X,BMW,Automatic,Gulf Arabic,Full,2015,1.6,72000,170000
1380,301,Others,Automatic,Saudi,Standard,2014,1.6,159,12000
1381,Taurus,Ford,Automatic,Other,Semi Full,2019,3.5,108000,97000
1382,Camry,Toyota,Automatic,Saudi,Semi Full,2014,9.0,106000,36000
1383,Suburban,GMC,Automatic,Saudi,Semi Full,2005,5.3,400000,25000
1384,Durango,Dodge,Automatic,Saudi,Full,2012,6.0,284000,33000
1385,Elantra,Hyundai,Automatic,Other,Semi Full,2015,2.0,276000,30000
1386,CX9,Mazda,Automatic,Saudi,Full,2020,2.5,30877,135000
1387,S,Mercedes,Automatic,Gulf Arabic,Full,2012,3.3,85000,110000
1388,Hilux,Toyota,Manual,Saudi,Full,2014,2.7,221000,70000
1389,Tahoe,Chevrolet,Automatic,Other,Full,2003,5.3,488000,13000
1390,Azera,Hyundai,Automatic,Saudi,Full,2015,3.5,215515,42000
1391,Sonata,Hyundai,Automatic,Saudi,Semi Full,2018,2.4,108000,55000
1392,CX9,Mazda,Automatic,Saudi,Semi Full,2015,3.7,221000,48000
1393,IS,Lexus,Automatic,Gulf Arabic,Full,2016,3.5,89000,128000
1394,EC7,Geely,Manual,Saudi,Full,2014,1.8,161300,12000
1395,Corolla,Toyota,Automatic,Saudi,Standard,2020,1.6,81000,55000
1396,Hilux,Toyota,Automatic,Other,Full,2016,2.7,208,77000
1397,City,Honda,Automatic,Gulf Arabic,Standard,2018,1.5,36000,35000
1398,Accent,Hyundai,Automatic,Saudi,Semi Full,2017,1.4,147000,29000
1399,Corolla,Toyota,Automatic,Other,Standard,2016,5.8,114,35000
1400,Explorer,Ford,Automatic,Other,Standard,2017,1.4,187000,73500
1401,D-MAX,Isuzu,Manual,Saudi,Standard,2014,2.5,288000,42000
1402,Rio,Kia,Automatic,Saudi,Semi Full,2017,1.4,12000,26500
1403,Ranger,Ford,Manual,Saudi,Semi Full,2015,2.0,219000,45000
1404,E,Mercedes,Automatic,Gulf Arabic,Full,2017,2.0,98000,210000
1405,Azera,Hyundai,Automatic,Saudi,Standard,2019,3.0,56000,77000
1406,Silverado,Chevrolet,Automatic,Saudi,Semi Full,2014,5.3,164000,80000
1407,Challenger,Dodge,Automatic,Saudi,Semi Full,2015,3.6,260,55000
1408,Tucson,Hyundai,Automatic,Saudi,Full,2016,2.0,170000,58000
1409,Q,Others,Automatic,Saudi,Semi Full,2015,2.0,74000,69500
1410,Sierra,GMC,Automatic,Saudi,Standard,2011,6.0,233000,36000
1411,Camry,Toyota,Automatic,Gulf Arabic,Full,2016,2.4,75000,68000
1412,C,Mercedes,Automatic,Other,Full,2016,2.0,120000,114000
1413,Explorer,Ford,Automatic,Gulf Arabic,Standard,2016,3.5,111000,75000
1414,Cadenza,Kia,Automatic,Saudi,Full,2017,3.5,179000,73000
1415,Accent,Hyundai,Manual,Gulf Arabic,Standard,2011,1.5,230000,15000
1416,Senta fe,Hyundai,Automatic,Other,Semi Full,2016,2.0,105000,76000
1417,Charger,Dodge,Automatic,Other,Semi Full,2017,5.7,141000,108000
1418,EC8,Geely,Automatic,Saudi,Full,2012,2.3,200000,11500
1419,A8,Audi,Automatic,Saudi,Full,2013,3.0,134000,85000
1420,Yukon,GMC,Automatic,Saudi,Full,2004,5.3,470000,33000
1421,Prado,Toyota,Automatic,Gulf Arabic,Semi Full,2018,4.0,24000,140000
1422,Elantra,Hyundai,Automatic,Saudi,Semi Full,2018,2.0,70000,57000
1423,3008,Others,Automatic,Saudi,Full,2014,1.5,76335,30000
1424,Victoria,Ford,Automatic,Saudi,Semi Full,2012,5.0,318000,35000
1425,Hilux,Toyota,Manual,Saudi,Semi Full,2017,2.7,384000,66000
1426,Focus,Ford,Automatic,Saudi,Standard,2013,1.6,145000,14000
1427,Sportage,Kia,Automatic,Saudi,Standard,2021,1.6,4000,75000
1428,Sonata,Hyundai,Automatic,Saudi,Semi Full,2019,2.4,53000,79000
1429,Cerato,Kia,Automatic,Other,Full,2016,2.0,89000,40000
1430,Taurus,Ford,Automatic,Saudi,Standard,2014,3.5,211886,42000
1431,Suvana,Others,Automatic,Gulf Arabic,Full,2017,2.7,11000,43000
1432,Prius,Toyota,Automatic,Saudi,Standard,2017,1.8,50000,54900
1433,Pajero,Mitsubishi,Automatic,Saudi,Semi Full,2016,3.5,153042,61500
1434,Cayenne,Porsche,Automatic,Saudi,Full,2009,3.6,277000,42000
1435,Land Cruiser,Toyota,Automatic,Saudi,Semi Full,2003,4.5,335000,51000
1436,Tahoe,Chevrolet,Automatic,Other,Full,2008,2.9,265000,33000
1437,Furniture,Toyota,Automatic,Saudi,Standard,2021,2.7,16444,104500
1438,Altima,Nissan,Automatic,Saudi,Standard,2016,2.5,112915,49000
1439,G80,Genesis,Automatic,Saudi,Semi Full,2019,3.8,84000,120000
1440,H1,Hyundai,Automatic,Saudi,Full,2018,2.4,74000,77000
1441,Elantra,Hyundai,Automatic,Saudi,Full,2016,2.0,150000,47000
1442,Yukon,GMC,Automatic,Saudi,Full,2011,5.3,342000,55000
1443,Furniture,Toyota,Automatic,Saudi,Standard,2021,2.7,3000,100000
1444,Opirus,Kia,Automatic,Saudi,Semi Full,2009,6.0,216000,16000
1445,Yukon,GMC,Automatic,Saudi,Standard,2020,5.3,19348,186500
1446,S,Mercedes,Automatic,Other,Full,2014,3.0,179000,169000
1447,Cerato,Kia,Automatic,Saudi,Standard,2016,1.6,47000,29000
1448,X-Trail,Nissan,Automatic,Saudi,Standard,2006,2.5,238000,13000
1449,Altima,Nissan,Automatic,Saudi,Standard,2017,2.5,90000,39000
1450,FJ,Toyota,Automatic,Saudi,Full,2008,4.0,390000,52000
1451,Odyssey,Honda,Automatic,Saudi,Semi Full,2016,3.5,339000,40000
1452,Yukon,GMC,Automatic,Saudi,Semi Full,2016,5.7,48000,150000
1453,Tahoe,Chevrolet,Automatic,Saudi,Standard,2015,5.3,176332,120000
1454,Sonata,Hyundai,Automatic,Saudi,Full,2015,1.6,380000,35000
1455,Eado,Changan,Automatic,Saudi,Full,2020,1.6,9061,50000
1456,Rav4,Toyota,Automatic,Saudi,Full,2017,2.5,174000,77000
1457,Range Rover,Land Rover,Automatic,Saudi,Full,2006,5.0,300000,25000
1458,EC7,Geely,Automatic,Saudi,Full,2016,1.8,42420,35000
1459,Dokker,Renault,Manual,Saudi,Standard,2019,1.6,78000,28000
1460,Camry,Toyota,Automatic,Saudi,Semi Full,2010,2.5,240000,30000
1461,Sonata,Hyundai,Automatic,Saudi,Standard,2019,2.4,72000,60000
1462,Taurus,Ford,Automatic,Other,Semi Full,2010,3.5,406593,19000
1463,Camry,Toyota,Automatic,Saudi,Standard,2017,2.5,314000,46000
1464,The 3,BMW,Automatic,Saudi,Full,2017,1.4,110000,75000
1465,Sierra,GMC,Automatic,Gulf Arabic,Standard,2013,5.3,248000,63000
1466,Patrol,Nissan,Automatic,Saudi,Semi Full,2016,4.0,94000,125000
1467,Expedition,Ford,Automatic,Gulf Arabic,Full,2016,5.4,81000,88000
1468,Pajero,Mitsubishi,Automatic,Saudi,Full,2017,3.5,65400,58000
1469,Accord,Honda,Automatic,Saudi,Semi Full,2018,2.4,119041,70000
1470,Hilux,Toyota,Manual,Gulf Arabic,Standard,2012,2.7,171000,47500
1471,Yukon,GMC,Automatic,Saudi,Full,2010,6.2,256,30000
1472,Accord,Honda,Automatic,Saudi,Full,2012,3.5,300,36000
1473,Suburban,Chevrolet,Automatic,Saudi,Standard,2016,5.3,170000,100000
1474,Optima,Kia,Automatic,Saudi,Semi Full,2015,2.4,359000,32000
1475,Sonata,Hyundai,Automatic,Saudi,Semi Full,2015,2.4,235575,47500
1476,IS,Lexus,Automatic,Saudi,Semi Full,2018,3.5,131000,166000
1477,Altima,Nissan,Automatic,Gulf Arabic,Semi Full,2015,2.5,13000,51000
1478,Eado,Changan,Automatic,Saudi,Standard,2020,1.6,87235,42500
1479,Prado,Toyota,Automatic,Saudi,Semi Full,2016,4.0,201000,108000
1480,Sunny,Nissan,Automatic,Saudi,Standard,2016,1.5,146000,20000
1481,Optra,Chevrolet,Automatic,Saudi,Standard,2011,1.6,216000,9000
1482,3008,Others,Automatic,Other,Full,2012,1.6,175000,20000
1483,Taurus,Ford,Automatic,Saudi,Semi Full,2015,3.5,262000,55000
1484,Rio,Kia,Automatic,Gulf Arabic,Standard,2016,1.4,180000,28000
1485,Land Cruiser,Toyota,Automatic,Saudi,Full,2015,4.0,180000,135000
1486,H6,Others,Automatic,Saudi,Full,2020,2.0,16000,79000
1487,C,Mercedes,Automatic,Other,Full,2016,2.0,84000,129000
1488,Fluence,Renault,Automatic,Saudi,Standard,2016,1.6,105000,23000
1489,Tucson,Hyundai,Automatic,Saudi,Semi Full,2016,2.0,190000,54000
1490,Suburban,Chevrolet,Automatic,Saudi,Full,2017,5.3,184000,137000
1491,Royal,Genesis,Automatic,Saudi,Full,2015,5.0,98000,111000
